ID,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Description
4562,NHL 16,2015,"EASports,EACanada",Sports;Team;Ice Hockey;Sim,PlayStation 4,78,5.5,Up to 12 ,"Players who are drawn to team experiences can jump into either 6 v. 6 Online Team Play, Online Couch Co-op, or the EA SPORTS Hockey League, that’s been re-formulated to deliver a new player class system for a more competitive and balanced experience. Players who want to build their own legacy can dive into Be-A-Pro, which allows them to start their career in the minors and takes them through a new progression system where how they play on the ice shapes who they become in the NHL. And if players are more akin to armchair GMs, not only can they navigate the machinations of draft day and manage their AHL affiliate team, they can now also manage the morale of individual players on their team."
4563,Rock Band 4,2015,HarmonixMusicSystems,Action;Rhythm;Music,PlayStation 4,78,6.3,Up to 4 ,"Rock Band 4 offers the unique social play of a full band experience—featuring a next-gen microphone, wireless drums and guitar, and a revamped world tour campaign mode. Add your personal signature to every performance. With Freestyle Guitar Solo, you can string together blistering licks and wow the crowd with your own incendiary solos. With a soundtrack featuring some of the world's biggest acts, plus an ever-expanding catalog of over 1,500 playable songs, it’s easy to put together a keen set list."
4564,Karaoke Revolution Presents: American Idol,2007,BlitzGames,Miscellaneous;Rhythm;Music,PlayStation 2,78,8.4,1-8 ,"Karaoke Revolution: American Idol combines the Karaoke Revolution game engine with America’s most popular television show to deliver an authentic Idol experience for the PlayStation 2. Sing along to 40 new songs, including hits from the show, and compete from auditions to performances on center stage in your quest to become the next American Idol. [Konami]"
4565,Crash Commando,2008,Epos,Action;Shooter;Shooter;Scrolling;Scrolling;Shoot-'Em-Up;Vertical,PlayStation 3,78,8.6,12  Online,"[Playstation Network] Crash Commando is a fast-paced, side-scrolling humorous multiplayer action game with over-the-top, slap-stick action that features exaggerated gore and effects. Combining the thrill of frenzied multiplayer combat with the straightforward nature of a classic side-scrolling platform title, Crash Commando is a combination of modern, sophisticated technology and traditional arcade gameplay. The player controls a commando soldier and navigates through the maps on foot and with a high-powered jet pack. Each map consists of two gameplay layers the player can seamlessly move between via portals in the environment. Enemies will attack from the sides, as well as from above and below. With a host of both multiplayer and single player modes included, players can enjoy Crash Commando either on or offline. [Sony]"
4566,Dragon's Dogma: Dark Arisen,2017,Capcom,Role-Playing;Action RPG,PlayStation 4,78,8.3,No Online Multiplayer,An epitaph speaks of another's demise... A mysterious island known as Bitterblack Isle appears off the coast of Gransys. Its depths have claimed the lives of many Arisen their voices still haunt the labyrinth that lies deep beneath its surface--a labyrinth ripe with secrets waiting to be discovered. The time to take up arms has come once again. Delve into the isle's depths and uncover its dark secret!
4567,Mushroom 11,2015,Untame,Action;Platformer;2D,PC,78,7.2,not specified,"Guide an amorphous organism across brain-twisting obstacles by destroying it. Overcome swarms of bizarre mutated creatures, and understand the true nature of the devastation from which you emerged."
4568,Killzone: Mercenary,2013,GuerillaCambridge,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStationVita,78,8.9,not specified,None
4569,Dragon's Dogma,2012,Capcom,Action;Role-Playing;General;Action RPG;Action RPG,PlayStation 3,78,8.3,No Online Multiplayer,"A legend is born in this open-world adventure. Assume the role of the Arisen, a legendary hero in a land haunted by a feared, omnipotent dragon. As you fight to protect your homeland, you will pick up companions, make enemies, and find yourself embroiled in an even deeper mystery."
4570,The Persistence,2018,Firesprite,Adventure;3D;First-Person,PlayStation 4,78,8.3,No Online Multiplayer,None
4571,Tropico 4: Modern Times,2012,"Haemimont,HaemimontGames",Strategy;Tycoon;Management;Tycoon;Government,PC,78,7.9,not specified,"The times are changing and the island nation of Tropico is evolving. The Internet, a New World Order, terrorists, global financial markets and space exploration are on the rise and pose new challenges to El Presidente and his regime in Tropico 4: Modern Times."
4572,Don't Starve: Console Edition,2014,KleiEntertainment,Action Adventure;Fantasy;General;Fantasy;Sandbox,PlayStation 4,78,7.1,not specified,"Don't Starve is an uncompromising wilderness survival game full of science and magic. You play as Wilson, an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world. Wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home. Enter a strange and unexplored world full of strange creatures, dangers, and surprises. Gather resources to craft items and structures that match your survival style. Play your way as you unravel the mysteries of this strange land."
4573,NFL Blitz,2012,EATiburon,Sports;Traditional;Team;Football;Arcade;Arcade,Xbox 360,78,6.3,not specified,"Featuring the twitch gameplay and ultra-responsive controls of the original game, combined with all-new single-player and cooperative game modes, NFL Blitz hits the virtual gridiron in HD for the first time with blazing 60fps/60Hz gameplay. Battle your rivals 7-on-7, fight your way through a season of the Blitz Gauntlet, take over the online leaderboards in Blitz Battles, or create a true dream team by collecting player cards in Elite League. Challenging to master, yet easy to pick up and play, NFL Blitz is reborn as the ultimate HD arcade football experience for a new generation."
4574,Call of Duty 2: Big Red One,2005,Treyarch,Action;Shooter;First-Person;Historic,Xbox,78,5.0,16  Online,"Experience the adrenaline rush and harsh realities of war as never before, get to know your squadmates, and fight alongside them through an epic story during the most harrowing moments of World War II. As a part of America's most decorated and heroic fighting unit, The Big Red One, you work together with your squad to accomplish a variety of combat missions spanning North Africa, Italy, and Nazi-occupied Western Europe."
4575,Super Monkey Ball Deluxe,2005,Sega,Miscellaneous;Party,PlayStation 2,78,7.8,1-4 ,"Super Monkey Ball Deluxe features 300 stages (114 from ""Super Monkey Ball,"" 140 from ""Super Monkey Ball 2,"" and 46 Deluxe-exclusive boards. In addition to new stages, Super Monkey Ball Deluxe offers a new Challenge mode, integrating varying skill settings (Beginner, Advanced, and Expert) into one fluid ramp up, rather than breaking them out as independent gameplay sections. There will also be additional stages in the story mode. All twelve of the party games from Super Monkey Ball 1 & 2 are also included. [Sega]"
4576,Mega Man ZX Advent,2007,IntiCreates,Action;Platformer;Platformer;2D;2D,DS,78,8.5,2  Online,"Mega Man ZX Advent follows two heroes, Grey and Ashe, on two separate but intertwining adventures as they search for answers amidst a chaotic war between humans and robots. They fight against a menacing, evil force in a battle unprecedented in the Mega Man series. The title takes full advantage of the Nintendo DS features to enhance the action-packed gameplay and story line of the popular series. A dynamic ""Biometal"" system is central to gameplay, allowing players the ability to change into several forms, including eight bosses, each with a variety of unique abilities and powers. With a touch of the Nintendo DS screen, players can easily switch back and forth between the Biometal and Map navigation screens. Bosses can be fought in several different ways, testing players' skills and rewarding them with nearly 24 different items depending on how they take on a boss. Co-op and head-to-head two player wireless play (two cartridges required). Two-player downloadable mini-game (one cartridge required). [Capcom]"
4577,Soul of Darkness,2010,Gameloft,Adventure;General;General,DS,78,7.0,1 Player,"[DSiWare] Enter a gothic world as the mysterious and powerful Kale. Try to save your beloved's life and soul by freeing her from an evil vampire's clutches. Explore dark woods, caves, huge castles and impressive cathedrals under the full moon's light. Master and upgrade your sword and spear, and learn how to control your powers. Use the Fire and the Ice or transform into your enemies to overcome the numerous obstacles in your way. Face and defeat foes such as werewolves, succubae, gargoyles and zombies. Exclusive camera features let you use your environment to gain power-ups and upgrades. Good or evil - be the sole master of your destiny."
4578,Ken Follett's The Pillars of the Earth,2017,Kalypso,Adventure;Visual Novel,XboxOne,78,7.0,not specified,None
4579,Skullgirls,2012,RevergeLabs,Action;Fighting;Fighting;2D;2D,Xbox 360,78,6.8,not specified,"Skullgirls is a fast 2-D fighting game that puts you in control of fierce warriors in a Dark Deco world. New game systems test the skills of veteran fighting game fans while also making the genre enjoyable and accessible to newcomers. A modern take on classic arcade fighters with a hand-drawn high-definition twist, Skullgirls is an action-packed competition complete with complex combos and an intriguing backstory."
4580,NCAA March Madness 06,2005,EACanada,Sports;Traditional;Basketball;Sim,PlayStation 2,78,8.5,2  Online,"Featuring a deeper playbook that covers both ends of the court, NCAA March Madness 06 delivers the ultimate strategic basketball experience. Players can dominate rivals with an authentic brand of defense and push the ball on offense with an enhanced Floor General Playcalling system that features more sets than before. With the all-new EA SPORTS Lockdown Stick, defense creates offense by allowing players to pressure the ball, force turnovers and harass opponents on the court. [Electronic Arts]"
4581,Ultimate Spider-Man,2005,VicariousVisions,Action;Action Adventure;Beat-'Em-Up;General;Platformer;Beat-'Em-Up;2D,DS,78,7.7,1-2 ,"Play both sides as Ultimate Spider-Man allows players to take on the role of super hero Spider-Man AND super villain Venom. Penned and illustrated by famed comic book creators Brian Michael Bendis and Mark Bagley, the game picks up right where the story left off. Dive into an immersive adventure as you experience a living comic book illustrated with 3D Comic Inking Technology that literally brings the comic to life in every action-packed frame. The game's expanded, free-roaming environments deliver a deep adventure with a variety of challenging missions, diverse game play and an improved combat system that allows players to face off against the largest number of characters from the Spider-Man universe ever assembled in one video game. [Activision]"
4582,Pit People,2018,TheBehemoth,Action;General;Strategy;Turn-Based;Tactics,PC,78,7.7,Online Multiplayer,"In this fast-paced, turn-based, co-op adventure you'll quest and explore, find awesome loot, customize your fighters, and recruit strange species. Come master your destiny in this strategic game of positioning."
4583,Super Cloudbuilt,2017,"Coilworks,DoubleEleven",Action Adventure;General,PlayStation 4,78,6.6,not specified,"Assme the role of Demi, a young soldier who wakes up in the empty shell of a ruined building, in a strange new world, disconnected from her old life and physical body. With each new challenge she overcomes, Demi slowly pieces together the future now laid out before her."
4584,Brandish: The Dark Revenant,2015,Falcom,Role-Playing;Action RPG,PSP,78,8.3,not specified,None
4585,Burnout,2002,CriterionGames,Driving;Racing;Arcade,GameCube,78,8.0,1-2 ,"Burnout brings high-energy, arcade-style street racing to your gaming console. Drive more than 300 realistic vehicles, and then crash them in spectacular, slow-motion fashion. Burnout monitors your driver's heart rate: You're rewarded for near-misses and the more risks you take. Cruise the United States and Europe on 14 awesome, traffic-filled courses, through cities and into the countryside. Instant replays allow you to relive your handiwork from multiple angles, in all of its cringe-inducing, metal-bashing glory."
4586,Drakan: The Ancients' Gates,2002,SurrealSoftware,Action Adventure;Fantasy,PlayStation 2,78,9.0,1 Player,"In the ancient, decaying world of Drakan, the immortal Spirit Dragons are held captive. Rynn, a brave female warrior, and Arokh, a fearless dragon, are called to save these spiritual leaders, as well as the last remnants of mankind. Embarking on an enchanted journey through eight vast, foreign environments, Rynn and Arokh utilize magic spells, resourcefulness and more that 50 powerful weapons in their quest to save civilization. [SCEA]"
4587,Madden NFL 06,2005,BudCat,Sports;Traditional;Team;Football;Sim;Sim,PC,78,6.8,2  Online,"With enhancements to the passing game, defensive improvements, and expanded online options, Madden NFL 06 takes you onto the field and into the locker room like never before. The new ""QB Vision Control"" lets you scan the field, look off defenders, and make perfect throws withing your quarterbacks unique field of vision. ""QB Precision Placement"" allows you to put the ball exactly where you want it. Lead the receiver to an open area, throw it behind him so he can come back to it or throw a jump ball and let him go get it. [Electronic Arts]"
4588,Hearts of Iron: Platinum,2004,ParadoxDevelopmentStudio,Strategy;Real-Time;Historic;General;Historic,PC,78,8.3,1-2 ,"The game's map spans the entire world and allows players to take the War to any new front of their choosing. Any nation in the world is playable, but the game focuses on the struggle between the great alliances of the new world orders: Fascism, Communism and Democracy. Hearts of Iron is developed by the team behind the award-winning sales success ""Europa Universalis I"" and ""II"" and brings the same depth of gameplay and historical accuracy to a modern day gaming experience. Hearts of Iron aims to be no less than the definitive World War II strategic experience."
4589,Armed and Dangerous,2003,PlanetMoonStudios,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,PC,78,7.8,1 Player,"Take a band of gun-toting rebels - a robot, a madman, a mole and a criminal mastermind. Put them in a vividly stunning fantasy realm. Then give them an impossible mission - pulling off the biggest heist of all time in the middle of a war. All you have to do is battle your way through dastardly enemies, giant war machines and an army of psychopathic robots. But don't worry; you have plenty of ammo and absolutely no common sense. Victory is yours in 12,000 bullets or less! Fight your way through 21 action-packed missions. Brandish over 17 outlandish weapons like the Cyclops Sniper Rifle, the Vindaloo Rocket Launcher, or the Topsy-Turvy and Sticky bomb. Explore five diverse environments including icy and snowy regions, mountains with breathtaking vistas, deep and foreboding woods, and rain-spattered cliffs. Take down wicked enemies like half-man, half-animal Grunts, eliminator droids, wall-smashing Goliaths, evil monks and wild twiglets. Navigate through a richly entertaining story with two smack-talkin' partners in crime. [LucasArts]"
4590,Gladius,2003,LucasArts,Strategy;Turn-Based;Fantasy,PlayStation 2,78,8.0,1-2 ,"An Epic Gladiatorial Saga Comes to Life. The darkness of the Great War has passed and the lands of Gladius are peaceful once more. Now combat takes place only in the gladiator arenas, where schools from around the world compete for the title of Imperial Champions. Follow the grand saga of two young heroes, Ursula and Valens, as they recruit and train a team of warriors and compete in the gladiator games. Battle with deadly weapons and powerful magic as you learn vital combat tactics while you enhance and customize your own characters. Strategies are nearly endless, with 16 character classes and over 100 unique character types from which to choose. But be warned. Evil is on the rise again. And a new hero must step forward to vanquish the threat. So train well, for the dark must not prevail. [LucasArts]"
4591,MLB Slugfest 20-04,2003,Midway,Sports;Traditional;Baseball;Arcade,PlayStation 2,78,8.3,1-8 ,"Features Exclusive Challenging Adrenaline-Style Gameplay: Turbo running, fielding, batting and throwing. Midway Sports kicks the level up a notch with hard-hitting, gas-throwing, plays-of-the-week caliber fielding to give the player the best possible baseball videogame experience. NEW Create-A-Team: Create your own All-Star team by combining your favorite players from both leagues into one powerhouse ball club, then work your way to a World Series championship. NEW Customizable Instant Replay: Relive your towering home runs or diving catches with instant replay. You take control of the camera and can view your highlight-quality plays from any angle you desire. NEW Home Run Derby: Pit your favorite MLB players in a home run derby and square off against the most feared long ball hitters in the league. NEW Pitching ""On Fire"": Pitchers in both leagues have the opportunity to get ""on fire"" by constantly shutting down the offensive team. [Midway]"
4592,Star Trek: Starfleet Command III,2002,Taldren,Simulation;Sci-Fi;Space;Large Spaceship;Large Spaceship;Civilian,PC,78,7.5,1-8 ,"Similar to the earlier games in the SFC franchise Star Trek Starfleet Command III allows gamers to optimize their ship and allocate power to their ship's systems for different types of strategies such as hit-and-run maneuvers, ambushes or direct assaults. However, this installment simplifies the process by introducing a new interface for system management that reduces the ""micromanagement"" of starship control, and allows players to focus on combat. Additionally, for the first time in any Star Trek game players can significantly customize their vessel's weapons, engines, shields and other systems. As players progress through the game, they can acquire better phasers and disruptors, stronger shields and outfit their ship with new special weapons. Star Trek Starfleet Command III also pushes the boundary of the genre by incorporating RPG elements into the experience. Over the course of the game, officers under the player's command will gain experience and acquire unique skills which increases the ships overall efficiency and enable the player to employ advanced attacks. Players can also choose to recruit new and more experienced officers to maximize the overall effectiveness of their ship. [Activision]"
4593,Splashdown,2002,RainbowStudios,Driving;Racing;Snow / Water,Xbox,78,tbd,1-2 ,"Become one of 8 rebellious riders as you throttle a Sea-Doo® over water that looks so real you'll need a wetsuit! Just throw Splashdown into your Xbox video game system and you'll instantly start blasting through the waters of Bali, tearing over the Great Barrier Reef, or stirring up the Venice Canals. Catch massive air as you jump wakes and launch off of ramps -- and pull insane stunts like the Metronome and the Cyclone."
4594,Star Wars: Jedi Starfighter,2002,SecretLevel,Simulation;Sci-Fi;Small Spaceship,Xbox,78,4.8,1-2 ,"Star Wars: Jedi Starfighter reveals the events that lead into the Star Wars: Episode II film. As a secessionist movement threatens to expand, Mace Windu dispatches one of the Council's top Jedi--Adi Gallia--to investigate disturbances in the Karthakk system. Take the role of Adi as she maneuvers a prototype Jedi starfighter through the evil Captain Toth's massive fleet. Either solo or with a friend, you must use your Force powers against enemies that threaten the very foundation of the Galactic Republic."
4595,NCAA College Football 2K2,2001,VisualConcepts,Sports;Traditional;Football;Sim,Dreamcast,78,8.2,not specified,The game capably competes against any other college football product on the market.
4596,FIFA 07 Soccer,2006,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PC,78,7.7,4  Online,"FIFA 07 delivers complete authenticity with licenses for all the world's top leagues, including MLS and Mexican 1st Division in North America, and 26 others from over 20 nations. This year, you have the power to shape your club's destiny in the EA Sports Interactive Leagues, a new online mode that enables you to pit your club against supporters of your real-world opponents. The online interactive leagues feature the F.A. Premier League, Bundesliga, French League and the Mexican 1st Division. Experience the future of online gaming as you play your games according to the real-world schedule. When they play, you play. Track your team's progress as the aggregate results determine your club's position in the league table. This year, new intelligent A.I. ensures that your 11 men on the pitch make realistic decisions, finding space and passing like professionals. A complete overhaul of the game engine now means that you have to employ real world tactics, make split-second decisions and think like a player in order to win matches. Watch as your players jostle and collide realistically while trying to win balls. Experience the realism of the world's superstars, who come to life with signature moves and authentic playing styles and a more sophisticated shooting mechanic that gives you greater control to produce finesse shots. Plus you now have the ability to apply topspin or backspin to the ball for more creative set-pieces. [Electronic Arts]"
4597,Hand of Fate,2015,DefiantDevelopment,Role-Playing;Miscellaneous;General;Board / Card Game,PC,78,7.8,No Online Multiplayer,"In Hand of Fate, players collect equipment, items, artifacts and enemies as in-game collectible cards in a card based RPG; then play their deck, bringing to video game life a beautiful 3D world in which gamers make difficult decisions. Sometimes their choices have unexpected consequences and players must crush their foes utilizing a third person action-adventure combat system. The more bosses a player defeats, the more cards they obtain."
4598,Mortal Kombat: Shaolin Monks,2005,MidwayStudios-LosAngeles,Action;Beat-'Em-Up,Xbox,78,6.8,1-2 ,"Mortal Kombat: Shaolin Monks is an action adventure game set in the world of Mortal Kombat. As either Liu Kang or Kung Lao, you must battle enemies to gain experience and customize your player. Combat features include air combat, juggling, weapons, interactive environments, and an increased number of fatalities, ""mutalities,"" and brutalities. As you progress through the Outworld, you can unlock additional classic Mortal Kombat characters."
4599,Q.U.B.E. 2,2018,ToxicGames,Action;Shooter;First-Person;Arcade,XboxOne,78,7.6,No Online Multiplayer,None
4600,Brass Tactics,2018,HiddenPathEntertainment,Strategy;Real-Time;Tactics,PC,78,tbd,not specified,"The scions have fallen - master the table, or lose the war. Experience real-time strategy as it was meant to be: in full VR. From the lead designer of Age of Empires II comes a living tabletop battlefield, where your forces are always at your fingertips. Solo or with a friend, it all comes down to Brass Tactics."
4601,Heavy Rain & Beyond: Two Souls Collection,2016,QuanticDream,Miscellaneous;Compilation,PlayStation 4,78,8.4,not specified,"Popular on PlayStation 3, these two titles have now been visually upgraded and brought together for fans to relive, and newcomers to enjoy for the first time."
4602,Call of Duty: Modern Warfare 3,2011,"InfinityWard,SledgehammerGames",Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,78,2.7,not specified,"Call of Duty: Modern Warfare 3 is a direct sequel to the previous game in the series, Call of Duty: Modern Warfare 2, with a campaign storyline continuing the struggle of U.S. forces against an invasion by the Russian Federation following the framing of an undercover U.S. agent in a terrorist attack on Moscow. Together with classic Call of Duty multi-character control, Modern Warfare 3 contains deep multiplayer support, including two-player Co-op Survival mode. The game also contains all-new Kill Streak categories and customizable strike packages that offer more options for player combat styles and strategies."
4603,NHL 06,2005,EACanada,Sports;Traditional;Ice Hockey;Sim,GameCube,78,8.4,1-4 ,"The EA Sports hockey franchise returns with a host of new features in NHL 06. You can carefully place your shots and time your dekes with the new ""skill stick"" system. More-realistic physics have you adjust to a player's speed and size as you navigate the ice. In addition to NHL stars, you can create your own player or team from the ground up and lead them through an NHL season. NHL 06 also includes both online and offline multiplayer game modes."
4604,RIGS: Mechanized Combat League,2016,GuerillaCambridge,Simulation;Vehicle;Combat,PlayStation 4,78,7.6,Up to 6 ,"Launching exclusively for PlayStation VR, RIGS throws you into explosive battle arenas where mechanised combat and futuristic sports collide head-on. Immerse yourself into a single player experience that will push your skills to the limit and sharpen your team tactics. Unlock new and more powerful RIGS to then take online against the world. Compete in a series of sporting events in the Mechanized Combat League – a near future sports league which pits teams of pilots against each other in real world locations. Face off against other teams from around the globe and enjoy an unprecedented sense of spatial awareness in multiple game modes with hero RIGS at your disposal."
4605,Star Wars: Republic Commando,2005,LucasArts,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,78,8.6,16  Online,"Enter the dark military side of the Star Wars universe as a squad leader of a Republic Special Operations unit. You are a Republic Commando. You must infiltrate deep behind enemy lines and lead your elite team on precision operations – lurking in the shadows, striking at will...Explore the military side of the Star Wars universe like never before.Explore eight diverse environments including the hostile surface and subterranean setting of the planet Geonosis, the massive machine-like interiors of a Separatist Core Ship, a disabled and overrun Republic Assault Ship and the lower jungles and tree cities of the Wookiee home planet of Kashyyyk, while you take on special operations that feature hostage rescue, infiltration/data retrieval, assassination, assault, sabotage and reconnaissance objectives. Access to more than twelve authentic weapons including the primary Republic Commando firearm, the DC-17m and secondary weapon the DC-15s Blaster Pistol, as well as enemy weapons such as the Trandoshan Slaver Shotgun and Geonosian Elite Beam Weapon. Innovative squad combat utilizing intuitive and accessible ""smart squad"" command system featuring squad markers and stances. Challenging combat with enemies that include Trade Federation Super Battle Droids and Droidekas, Geonosian Warriors and Elites, and Trandoshan Slavers and Mercenaries. Multi-player capabilities including deathmatch, team deathmatch and capture the flag. [LucasArts]"
4606,Penumbra: Black Plague,2008,FrictionalGames,Action Adventure;Horror;Horror;Survival,PC,78,8.6,1 Player,"Penumbra: Black Plague is a creepy and dark psychological horror experience featuring the adventures of Philip as he sets of in search of his dead father. Trapped in a shadowy, underground complex, intrepid explorer Philip is determined to discover the truth behind his father's disappearance. Surrounded by enemies and assaulted by terror from all sides, Philip must collect clues and solve vexing puzzles while combating the gnawing psychological terrors that assail his mind and threaten to strip him of his sanity. Can Philip master his fear and finally uncover the truth behind a mystery that has haunted him for a lifetime? Only you can decide. [Paradox Interactive]"
4607,World Soccer Winning Eleven 9,2006,KCET,Sports;Traditional;Team;Soccer;Sim;Sim,PSP,78,6.5,1-2 ,"Winning Eleven 9 features the realism, intuitive play and fast-paced action of the ever-popular series. The handheld version is almost identical in terms of available clubs and international sides, with 57 national sides lining up alongside 136 club teams. The game also benefits from a number of exclusive features designed to showcase the PSP's capabilities. The highly-competitive multi-player aspects of the game are highlighted using the hardware's wireless systems. Using this, players within a certain network radius can challenge rival Winning Eleven 9 fans to games, with all data related to match results goals for, goals against, wins, etc retained in a running tally. Solo players can also hone their skills within six different leagues and a host of cup tournaments, and the PSP game can also be linked to the PlayStation 2 version of Winning Eleven 9 for data exchange. Using this, players can import teams they have created within the PlayStation 2 game for use against friends on their PSP, or swap teams with other PSP users."
4608,DiRT 4,2017,Codemasters,Racing;Simulation;Automobile,PC,78,5.8,Online Multiplayer,"Dirt 4 puts you at the wheel of the most powerful machines ever made as you face the toughest roads and circuits on the planet in rally, rallycross, and landrush."
4609,Marvel's Guardians of the Galaxy: The Telltale Series,2017,TelltaleGames,Action;Adventure;General;3D;Third-Person,PC,78,7.3,No Online Multiplayer,"A brand new story of the universe’s unlikeliest heroes: Star-Lord, Gamora, Drax, Rocket, and Groot. Marvel’s Guardians of the Galaxy: The Telltale Series is a five-part episodic series. Players take on multiple roles within the ragtag band of heroes, and take the pilot's seat in directing their escapades around the universe."
4610,Avernum 2: Crystal Souls,2015,SpiderwebSoftware,PC-style RPG;Role-Playing;Western-Style,PC,78,8.3,No Online Multiplayer,"An indie fantasy role-playing adventure in a massive, underground land. Chock full of over 100 towns and dungeons and an epic story. Fight to complete up to three distinct game-winning quests. Master over sixty spells and abilities. Hunt for hundreds of magical artifacts."
4611,Watch Dogs,2014,UbisoftMontreal,Action Adventure;Modern;General;Modern;Open-World,XboxOne,78,5.9,Up to 8 ,None
4612,Grand Theft Auto: Liberty City Stories,2006,RockstarLeeds,Action Adventure;Modern,PlayStation 2,78,7.8,1 Player,"Grand Theft Auto: Liberty City Stories is an entirely new game in the Grand Theft Auto series and brings a mobile dimension to this epic experience. The original storyline and all new missions take place in Liberty City, featuring the interactive, open environment, voice talent and diverse music that have become pioneering trademarks of the series. [Rockstar]"
4613,Resident Evil: Revelations,2017,Capcom,Action Adventure;Survival,Switch,78,7.8,not specified,"The fear that was originally brought to players in Resident Evil Revelations on the Nintendo 3DS system returns redefined for home consoles complete with high quality HD visuals, enhanced lighting effects and an immersive sound experience. Furthermore, the home console version will deliver additional content including a terrifying new enemy, extra difficulty mode and improvements to Raid Mode such as new weapons, skill sets and the opportunity to play as Hunk and other characters from the series. Raid Mode, which was first introduced to the series in the original version of Resident Evil Revelations, sees gamers play online in co-op mode or alone in single player taking on the hordes of enemies across a variety of missions whilst leveling up characters and earning weapon upgrades. The critically acclaimed survival horror title takes players back to the events that took place between Resident Evil 4 and Resident Evil 5, revealing the truth about the T-Abyss virus. Resident Evil Revelations features series favorites Jill Valentine and Chris Redfield, plus their respective BSAA partners - Parker Luciani and Jessica Sherawat. The action begins on board a supposedly abandoned cruise ship, the 'Queen Zenobia', where horrors lurk around every corner before players head for the mainland and the devastated city of Terragrigia. With limited ammo and weapons available, the race is on to survive the horror of Resident Evil Revelations."
4614,Elemental: Fallen Enchantress,2012,Stardock,Strategy;Turn-Based;Fantasy;General,PC,78,7.3,not specified,"In Fallen Enchantress players will be able to explore the world of Elemental and discover a wide range of unique locations, including dangerous wild lands that can't be settled until they are conquered."
4615,Crimson Gem Saga,2009,"IronNosCo.,Ltd.",Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PSP,78,7.5,not specified,"The game, a lovingly crafted exploration into the fundamentals of RPG fun, delivers lush hand-drawn visuals, an engaging fantasy tale, and an easy-to-use interface. [Atlus USA]"
4616,Heavy Rain,2016,"QuanticDream,Virtuos",Adventure;3D;Third-Person,PlayStation 4,78,7.9,not specified,"Experience a gripping psychological crime thriller filled with innumerable twists and turns, where even the smallest actions and choices can cause dramatic consequences. The hunt is on for the Origami Killer, named after his calling card of leaving folded paper shapes on victims. Four characters, each with their own motives, take part in a desperate attempt to stop the killer from claiming a new victim."
4617,Electronic Super Joy,2015,MichaelToddGames,Action;Rhythm;Platformer;2D;Music,WiiU,78,6.8,not specified,None
4618,So Many Me,2014,ExtendInteractive,Miscellaneous;Action;Puzzle;Puzzle;Action,PC,78,7.1,No Online Multiplayer,"Control Dave and his many clones to explore, solve puzzles, and take on enemies in the beautiful world of Xio. Unleash your team spirit by combining your Me's to help you solve puzzles and bring the fight to your enemies."
4619,MotoGP '07,2007,"ClimaxGroup,ClimaxStudios",Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,Xbox 360,78,6.9,1-2 ,"MotoGP '07 is a next-generation motorcycle racing title, delivering an authentic MotoGP racing experience. Featuring life-like visuals, complete 2007 rider and team data, new 800cc MotoGP bikes and the newly-announced Misano event, the game's GP mode will be more robust than ever before. The title also features interactive track-side crowds, intense on-line tournament features, on-line ""pink-slip"" racing, a revamped Extreme mode (that allows players to race on city streets around the world) and significantly more bike and player customization options. [THQ]"
4620,Wings of Prey,2009,GaijinEntertainment,Simulation;Flight;WWII;WWII;Combat,PC,78,7.6,not specified,"Wings of Prey is based around the large-scale aerial combat and ground military operations of World War II. Players can participate in some of the war’s most famous battles piloting fighters, battle planes and bombers across a range of thrilling missions. There are six theatres of war to engage in – The Battle of Britain, Stalingrad, Ardennes, Berlin, Sicily and Korsun' representing the main airborne battles of World War II in Europe. [yuPlay]"
4621,Cladun: This is an RPG,2010,SystemPrisma,Role-Playing;Action RPG;General;Action RPG,PSP,78,7.3,not specified,"Cladun is a retro style dungeon crawler game. Players can create their own main character from scratch using a graphics editor and the dungeons that you will be adventuring in are randomly created for infinite replay value. You can even explore the dungeons with your friends, using the ad-hoc feature of the PSP."
